section,hscode,description,parent,level
IV,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",2208,6
IV,2209,Vinegar and substitutes for vinegar obtained from acetic acid,22,4
IV,220900,Vinegar and substitutes for vinegar; obtained from acetic acid,2209,6
IV,23,"Food industries, residues and wastes thereof; prepared animal fodder",TOTAL,2
IV,2301,"Flours, meal and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves",23,4
IV,230110,"Flours, meals and pellets; of meat or meat offal, greaves",2301,6
IV,230120,"Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates",2301,6
IV,2302,"Bran, sharps and other residues; whether or not in the form of pellets derived from the sifting, milling or other working of cereals or of leguminous plants",23,4
IV,230210,"Bran, sharps and other residues; of maize (corn), whether or not in the form of pellets, derived from the sifting, milling or other workings thereof",2302,6
IV,230230,"Bran, sharps and other residues; of wheat, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof",2302,6
IV,230240,"Bran, sharps and other residues; of other cereals, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof",2302,6
IV,230250,"Bran, sharps and other residues; of leguminous plants, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof",2302,6
IV,2303,"Residues of starch manufacture, similar residues; beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets",23,4
IV,230310,Residues of starch manufacture and similar residues; whether or not in the form of pellets,2303,6
IV,230320,"Beet-pulp, bagasse and other waste of sugar manufacture; whether or not in the form of pellets",2303,6
IV,230330,Brewing or distilling dregs and waste; whether or not in the form of pellets,2303,6
IV,2304,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil",23,4
IV,230400,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil",2304,6
IV,2305,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil",23,4
IV,230500,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil",2305,6
IV,2306,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of vegetable or microbial fats or oils, other than those of heading no. 2304 or 2305",23,4
IV,230610,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of cotton seed oils",2306,6
IV,230620,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of linseed oils",2306,6
IV,230630,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of sunflower seed oils",2306,6
IV,230641,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of low erucic acid rape or colza seed oils",2306,6
IV,230649,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of rape seed oils (other than low erucic acid rape or colza)",2306,6
IV,230650,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of coconut or copra seed oils",2306,6
IV,230660,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of palm nuts or kernels oils",2306,6
IV,230690,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of oils, n.e.c. in heading no. 2306",2306,6
IV,2307,Wine lees; argol,23,4
IV,230700,Wine lees; argol,2307,6
IV,2308,"Vegetable materials and vegetable waste, vegetable residues and bi-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",23,4
IV,230800,"Vegetable materials and vegetable waste, vegetable residues and by-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",2308,6
IV,2309,Preparations of a kind used in animal feeding,23,4
IV,230910,"Dog or cat food; put up for retail sale, used in animal feeding",2309,6
IV,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",2309,6
IV,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",TOTAL,2
IV,2401,"Tobacco, unmanufactured; tobacco refuse",24,4
IV,240110,"Tobacco, (not stemmed or stripped)",2401,6
IV,240120,Tobacco; partly or wholly stemmed or stripped,2401,6
IV,240130,Tobacco refuse,2401,6
IV,2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",24,4
IV,240210,"Cigars, cheroots and cigarillos; containing tobacco including the weight of every band, wrapper or attachment thereto",2402,6
IV,240220,Cigarettes; containing tobacco,2402,6
IV,240290,"Cigars, cigarillos and cheroots; containing tobacco substitutes including the weight of every band, wrapper or attachment thereto",2402,6
IV,2403,Manufactured tobacco and manufactured tobacco substitutes n.e.c; homogenised or reconstituted tobacco; tobacco extracts and essences,24,4
IV,240311,"Tobacco; smoking, water pipe tobacco as specified in Subheading Note 1 to this Chapter, whether or not containing tobacco substitutes in any proportion",2403,6
IV,240319,"Tobacco; smoking, other than water pipe tobacco, whether or not containing tobacco substitutes in any proportion",2403,6
IV,240391,Tobacco; homogenised or reconstituted,2403,6
IV,240399,Tobacco; other than homogenised or reconstituted or smoking,2403,6
IV,2404,"Products containing tobacco, reconstituted tobacco, nicotine, or tobacco or nicotine substitutes, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",24,4
IV,240411,"Products containing tobacco or reconstituted tobacco, intended for inhalation without combustion",2404,6
IV,240412,"Products containing nicotine, other than tobacco or reconstituted tobacco, intended for inhalation without combustion",2404,6
IV,240419,"Products containing tobacco or nicotine substitutes, intended for inhalation without combustion",2404,6
IV,240491,"Products n.e.c. in heading 2404, intended for the intake of nicotine into the human body, for oral application",2404,6
IV,240492,"Products n.e.c. in heading 2404, intended for the intake of nicotine into the human body, for transdermal application",2404,6
IV,240499,"Products n.e.c. in heading 2404, intended for the intake of nicotine into the human body, by ways other than inhalation, and other than oral or transdermal application",2404,6
V,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",TOTAL,2
V,2501,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,25,4
V,250100,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,2501,6
V,2502,Iron pyrites; unroasted,25,4
V,250200,Iron pyrites; unroasted,2502,6
V,2503,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur",25,4
V,250300,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur",2503,6
V,2504,Graphite; natural,25,4
V,250410,"Graphite; natural, in powder or in flakes",2504,6
V,250490,"Graphite; natural, in other forms, excluding powder or flakes",2504,6
V,2505,"Sands of all kinds; natural, whether or not coloured, other than metal-bearing sands of chapter 26",25,4
V,250510,"Sands; natural, silica and quartz sands, whether or not coloured",2505,6
V,250590,"Sands; natural, (other than silica and quartz sands), whether or not coloured, (other than metal-bearing sands of chapter 26)",2505,6
V,2506,"Quartz; (other than natural sands), quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",25,4
V,250610,Quartz; other than natural sands,2506,6
V,250620,"Quartzite; whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2506,6
V,2507,Kaolin and other kaolinic clays; whether or not calcined,25,4
V,250700,Kaolin and other kaolinic clays; whether or not calcined,2507,6
V,2508,"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth",25,4
V,250810,"Clays (excluding expanded clays of heading no. 6806); bentonite, whether or not calcined",2508,6
V,250830,"Clays (excluding expanded clays of heading no. 6806); fireclay, whether or not calcined",2508,6
V,250840,"Clays (excluding expanded clays of heading no. 6806); n.e.c. in heading no. 2508, whether or not calcined",2508,6
V,250850,"Clays (excluding expanded clays of heading no. 6806); andalusite, kyanite and sillimanite, whether or not calcined",2508,6
V,250860,Clays (excluding expanded clays of heading no. 6806); mullite,2508,6
V,250870,Clays (excluding expanded clays of heading no. 6806); chamotte or dinas earths,2508,6
V,2509,Chalk,25,4
V,250900,Chalk,2509,6
V,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,25,4
V,251010,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk; unground",2510,6
V,251020,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk; ground",2510,6
V,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",25,4
V,251110,Barium sulphate (barytes); natural,2511,6
V,251120,"Barium carbonate (witherite); natural, whether or not calcined, other than barium oxide of heading no. 2816",2511,6
V,2512,"Siliceous fossil meals (e.g. kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less",25,4
V,251200,"Siliceous fossil meals (e.g. kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less",2512,6
V,2513,"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat treated",25,4
V,251310,"Pumice stone, whether or not heat treated",2513,6
